City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Laibin,CN,23.7,109.2667,82.65,73,5,2.84,clear sky
462,Aleppo,SY,36.25,37.5,90.12,29,0,14.61,clear sky
463,Saurimo,AO,-9.6608,20.3916,72.77,31,2,5.06,clear sky
464,Olinda,BR,-8.0089,-34.8553,76.73,69,75,13.8,broken clouds
465,Diapaga,BF,12.0708,1.7889,87.06,52,90,9.4,overcast clouds
466,Inzer,RU,54.2167,57.5556,52.72,75,4,1.83,clear sky
467,Narrabri,AU,-30.3167,149.7833,32.09,86,0,2.3,clear sky
468,Dalvik,IS,65.9702,-18.5286,55.33,67,100,10.45,overcast clouds
469,Shache,CN,38.4167,77.2406,90.12,20,31,6.53,scattered clouds
470,Umm Lajj,SA,25.0213,37.2685,89.19,47,4,7.11,clear sky
471,Porto Murtinho,BR,-21.6989,-57.8825,96.78,20,0,13.82,clear sky
472,Aksarka,RU,66.5606,67.7975,49.06,72,22,14.92,few clouds
473,Fortuna,US,40.5982,-124.1573,58.66,96,90,0.0,overcast clouds
474,Eydhafushi,MV,5.1033,73.0708,81.88,76,100,17.34,overcast clouds
475,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,69,48,8.16,scattered clouds
476,Segesd,HU,46.3414,17.3513,85.48,33,57,8.75,broken clouds
477,Healdsburg,US,38.6105,-122.8692,95.31,72,1,3.44,clear sky
478,Richards Bay,ZA,-28.783,32.0377,60.21,73,3,9.26,clear sky
479,Verin,ES,41.9415,-7.4381,76.57,61,36,10.89,scattered clouds
480,Longyan,CN,25.1072,117.0225,74.41,96,78,3.51,broken clouds
481,Knysna,ZA,-34.0363,23.0471,57.58,47,74,5.53,broken clouds
482,Singkang,MY,2.1006,102.7994,80.49,87,25,3.58,scattered clouds
483,Atar,MR,20.5169,-13.0499,112.57,11,26,7.9,scattered clouds
484,Pochutla,MX,15.7432,-96.4661,91.22,53,100,4.47,overcast clouds
485,Aykhal,RU,66.0,111.5,71.49,56,81,8.39,broken clouds
486,Gulbarga,IN,17.3333,76.8333,77.47,79,63,16.8,broken clouds
487,Svetlogorsk,BY,52.6333,29.7333,71.76,65,63,2.98,broken clouds
488,Verkhnevilyuysk,RU,63.4453,120.3167,61.93,58,1,5.21,clear sky
489,Lafiagi,NG,8.8667,5.4167,82.08,67,99,5.93,overcast clouds
490,Srivardhan,IN,18.0333,73.0167,80.28,89,100,16.33,light rain
491,Leh,IN,34.1667,77.5833,75.79,35,92,7.83,overcast clouds
492,Mwinilunga,ZM,-11.7358,24.4293,61.07,38,0,5.55,clear sky
493,Kiunga,PG,-6.1219,141.2906,71.69,100,100,2.73,heavy intensity rain
494,Yerbogachen,RU,61.2767,108.0108,63.27,65,11,1.54,few clouds
495,Bima,ID,-8.4667,118.7167,69.46,93,57,3.65,broken clouds
496,Zomin,UZ,39.9606,68.3958,88.16,16,0,5.79,clear sky
497,Jaciara,BR,-15.9653,-54.9683,93.63,19,1,7.16,clear sky
498,Puka,EE,58.0559,26.2436,74.44,57,7,3.44,clear sky
499,Laela,TZ,-8.5667,32.05,53.1,68,57,8.59,broken clouds
500,Puerto Escondido,MX,15.85,-97.0667,88.63,66,40,6.91,scattered clouds
501,Nortelandia,BR,-14.4547,-56.8028,96.44,19,0,6.69,clear sky
502,Esmeraldas,BR,-19.7625,-44.3139,77.11,23,0,7.23,clear sky
503,Luoyang,CN,34.6836,112.4536,78.26,80,1,1.1,light rain
504,Vanimo,PG,-2.6741,141.3028,75.09,81,100,3.11,overcast clouds
505,Dongkan,CN,33.9997,119.8308,79.52,83,100,16.24,light rain
506,Novoorsk,RU,51.381,58.9813,68.65,53,55,8.39,broken clouds
507,Beloha,MG,-25.1667,45.05,61.48,62,10,10.78,clear sky
508,Miri,MY,4.4148,114.0089,84.34,89,40,4.61,light rain
509,Show Low,US,34.2542,-110.0298,72.28,66,75,11.5,broken clouds
510,Gat,IL,31.61,34.7642,83.8,71,0,12.37,clear sky
511,Bintulu,MY,3.1667,113.0333,81.01,94,40,2.3,scattered clouds
512,Santa Rosalia,MX,27.3167,-112.2833,86.2,49,23,6.22,few clouds
513,Am Timan,TD,11.0297,20.2827,77.2,76,95,2.73,overcast clouds
514,Iwakuni,JP,34.15,132.1833,77.09,78,40,5.75,scattered clouds
515,Gitarama,RW,-2.0744,29.7567,67.46,46,40,3.31,scattered clouds
516,La Orilla,MX,17.9833,-102.2333,85.75,71,29,2.55,scattered clouds
517,Bonthe,SL,7.5264,-12.505,79.14,76,89,10.22,light rain
518,Zaysan,KZ,47.4667,84.8667,74.8,36,6,8.28,clear sky
519,Bathsheba,BB,13.2167,-59.5167,88.41,74,75,18.41,broken clouds
520,North Platte,US,41.1239,-100.7654,84.33,62,1,3.0,clear sky
521,Amazar,RU,53.858,120.875,60.75,85,98,4.29,overcast clouds
522,Markova,UA,48.6758,24.4138,72.99,79,63,3.98,broken clouds
523,Mattru,SL,7.6244,-11.8332,77.56,86,97,4.59,light rain
524,Potchefstroom,ZA,-26.7167,27.1,45.39,31,0,3.6,clear sky
525,Rafraf,TN,37.1904,10.1837,93.51,46,8,23.09,clear sky
526,Kachiry,KZ,53.0675,76.1036,69.55,77,71,8.1,light rain
527,Huilong,CN,31.8111,121.655,78.04,94,100,40.51,moderate rain
528,Barcelos,PT,41.5388,-8.6151,78.28,68,82,7.2,broken clouds
529,Rawah,IQ,34.4816,41.9093,101.35,17,0,11.07,clear sky
530,Punto Fijo,VE,11.6956,-70.1996,83.35,69,100,1.23,overcast clouds
531,Sarankhola,BD,22.3082,89.7897,81.72,92,99,6.04,overcast clouds
532,Santa Maria,BR,-29.6842,-53.8069,83.5,34,40,20.71,scattered clouds
533,Montrose,US,38.4166,-108.2673,71.37,34,57,2.91,broken clouds
534,Bilma,NE,18.6853,12.9164,101.03,25,58,4.03,broken clouds
535,Tonj,SS,7.2737,28.6822,71.56,96,95,2.89,moderate rain
536,Dudinka,RU,69.4058,86.1778,54.37,87,88,3.51,overcast clouds
537,General Roca,AR,-39.0333,-67.5833,52.2,42,100,11.59,overcast clouds
538,Pingzhuang,CN,42.0372,119.2889,74.52,79,100,13.49,moderate rain
539,Talara,PE,-4.5772,-81.2719,75.96,73,40,13.8,scattered clouds
540,Tuatapere,NZ,-46.1333,167.6833,47.82,89,100,4.92,overcast clouds
541,Oistins,BB,13.0667,-59.5333,87.89,74,75,18.41,broken clouds
542,San Pedro,PH,14.35,121.0167,81.63,87,75,6.91,light rain
543,Anamur,TR,36.0751,32.8369,86.02,70,1,10.16,clear sky
544,Qeshm,IR,26.9581,56.2719,94.87,66,8,7.47,clear sky
545,Chute-Aux-Outardes,CA,49.1168,-68.399,68.31,77,75,9.22,broken clouds
546,Souillac,MU,-20.5167,57.5167,71.98,60,40,11.5,scattered clouds
547,Caernarfon,GB,53.1413,-4.2702,74.52,58,58,12.66,broken clouds
548,San Cristobal,VE,7.7669,-72.225,75.38,56,100,5.32,overcast clouds
549,Wewak,PG,-3.5534,143.6268,73.63,88,81,3.83,broken clouds
550,Skibbereen,IE,51.55,-9.2667,71.4,73,28,2.66,scattered clouds
551,Kang,BW,-23.6752,22.7876,51.78,35,1,7.58,clear sky
552,Mandan,US,46.8267,-100.8896,88.02,31,1,1.01,clear sky
553,Laizhou,CN,37.1717,119.9214,75.27,88,98,6.02,overcast clouds
554,Baghdad,IQ,33.3406,44.4009,102.11,21,0,5.75,clear sky
555,Rio Gallegos,AR,-51.6226,-69.2181,39.25,70,40,19.57,scattered clouds
556,Hlobyne,UA,49.3878,33.2596,74.77,56,53,5.7,broken clouds
557,Neka,IR,36.6508,53.299,83.71,79,75,4.61,broken clouds
558,Tigzirt,DZ,36.8886,4.1198,81.27,59,99,4.68,overcast clouds
559,Forio,IT,40.7342,13.8646,86.77,63,82,4.0,broken clouds
560,Oksfjord,NO,70.2396,22.3479,51.87,99,100,4.07,overcast clouds
561,Bandrele,YT,-12.9067,45.1914,76.75,65,0,14.97,clear sky
562,Joshimath,IN,30.5667,79.5667,75.74,95,100,0.63,heavy intensity rain
563,La Ronge,CA,55.1001,-105.2842,64.65,59,75,8.05,broken clouds
564,Stornoway,GB,58.2093,-6.3865,63.93,82,62,11.5,broken clouds
565,Santa Fe,AR,-31.6333,-60.7,62.02,67,77,5.99,broken clouds
566,Rawson,AR,-43.3002,-65.1023,52.29,32,18,20.65,few clouds
567,Kloulklubed,PW,7.0419,134.2556,83.16,76,100,13.0,overcast clouds
568,Tonkino,RU,57.3726,46.4629,60.08,54,52,3.51,broken clouds
569,Plettenberg Bay,ZA,-34.0527,23.3716,59.47,50,72,3.96,broken clouds
570,Vysokogornyy,RU,50.1167,139.15,70.48,86,100,2.84,overcast clouds
571,Berja,ES,36.8469,-2.9497,92.95,50,10,4.09,clear sky
572,Plouzane,FR,48.3833,-4.6167,69.89,73,75,11.5,broken clouds
573,Tautira,PF,-17.7333,-149.15,71.62,67,2,9.98,clear sky
574,Daye,CN,30.0833,114.95,77.88,85,0,4.38,clear sky
575,Jibuti,DJ,11.5,42.5,85.42,51,66,4.72,broken clouds
576,Darnah,LY,32.767,22.6367,79.21,68,0,26.6,clear sky
577,Risor,NO,58.7206,9.2342,75.29,60,100,0.85,overcast clouds
578,Vitim,RU,59.4511,112.5578,60.85,65,61,3.87,broken clouds
579,Pangody,RU,65.85,74.4859,56.77,64,100,14.2,overcast clouds
580,Isla Vista,US,34.4133,-119.861,89.11,75,90,4.61,overcast clouds
581,Tashla,RU,51.7716,52.7427,66.47,36,25,9.64,scattered clouds
582,Ketchikan,US,55.3422,-131.6461,57.67,88,90,0.0,overcast clouds
583,Andenes,NO,69.3143,16.1194,59.47,94,75,13.8,broken clouds
584,Novoagansk,RU,61.9449,76.6625,60.06,97,100,11.36,light rain
585,Panjab,AF,34.388,67.0233,65.53,28,9,7.76,clear sky
586,Banda Aceh,ID,5.5577,95.3222,80.55,82,91,5.75,overcast clouds
587,Panguna,PG,-6.3164,155.4848,67.73,92,94,1.52,overcast clouds
588,Kologriv,RU,58.8275,44.3178,58.17,67,74,3.58,broken clouds
589,Nikel,RU,69.4128,30.222,50.18,67,98,14.18,overcast clouds
590,Surab,PK,28.4914,66.2585,86.74,26,74,4.94,broken clouds
591,Pichayevo,RU,53.2363,42.2032,62.82,59,68,5.37,broken clouds
592,Alzamay,RU,55.5562,98.6644,62.19,71,60,2.44,broken clouds
593,Biak,ID,-0.9131,122.8766,75.2,82,74,7.45,broken clouds
594,Kidal,ML,18.4411,1.4078,91.35,40,66,21.45,broken clouds
595,Waddan,LY,29.1614,16.139,93.31,20,0,13.87,clear sky
596,Ulkan,RU,57.243,107.3223,63.28,69,48,2.51,scattered clouds
597,Hambantota,LK,6.1241,81.1185,80.15,79,79,17.22,broken clouds
598,Pyshma,RU,56.9523,63.2513,54.82,60,4,6.69,clear sky
599,Chokurdakh,RU,70.6333,147.9167,33.48,85,1,9.48,clear sky
600,Mujiayingzi,CN,42.1167,118.7833,72.05,85,99,6.33,overcast clouds
601,Mongu,ZM,-15.2484,23.1274,64.6,31,0,7.4,clear sky
602,Khakhea,BW,-24.6895,23.494,52.45,32,54,8.75,broken clouds
603,Kota Tinggi,MY,1.7381,103.8999,84.29,88,32,2.39,scattered clouds
604,Asprovalta,GR,40.7167,23.7,85.42,50,0,1.99,clear sky
605,Nichinan,JP,31.6,131.3667,79.75,90,100,7.96,light rain
606,Kavarna,BG,43.4333,28.3333,79.02,67,0,9.13,clear sky
607,Lasa,IT,46.6166,10.7002,70.68,74,73,4.76,light rain
608,Jacksonville,US,30.3322,-81.6556,91.62,69,75,3.0,haze
609,Buraydah,SA,26.326,43.975,106.25,11,75,11.25,broken clouds
610,Les Cayes,HT,18.2,-73.75,85.77,67,91,10.09,overcast clouds
611,Kalat,PK,29.0225,66.5916,84.15,20,77,9.08,broken clouds
612,Kampot,KH,10.6167,104.1833,78.85,87,84,7.7,broken clouds
613,Sandnessjoen,NO,66.0217,12.6316,70.32,100,90,3.44,fog
614,Sakakah,SA,29.9697,40.2064,105.37,15,1,9.86,clear sky
615,Cairo,EG,30.0626,31.2497,88.56,58,40,11.5,scattered clouds
616,Avera,US,33.194,-82.5271,89.91,52,94,3.4,overcast clouds
617,Kayerkan,RU,69.3497,87.7602,52.99,95,100,4.41,overcast clouds
618,Kismayo,SO,-0.3582,42.5454,75.58,76,19,21.85,few clouds
619,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,97.2,19,0,18.28,clear sky
620,Campoverde,PE,-8.4753,-74.8058,89.29,34,43,0.92,scattered clouds
621,Samarai,PG,-10.6167,150.6667,78.8,80,100,18.84,light rain
622,Hailar,CN,49.2,119.7,57.97,87,49,2.98,scattered clouds
623,Mount Isa,AU,-20.7333,139.5,46.17,46,4,0.0,clear sky
624,Waipawa,NZ,-41.4122,175.5153,53.92,79,100,11.7,overcast clouds
625,Kisangani,CD,0.5167,25.2,81.66,55,100,2.84,overcast clouds
626,Locri,IT,38.2414,16.2623,85.75,60,1,4.47,clear sky
627,Kautokeino,NO,69.0125,23.0412,57.31,73,97,1.61,overcast clouds
628,Artvin,TR,41.1667,41.8333,67.28,95,31,3.6,scattered clouds
629,Clinton,US,42.587,-82.9199,89.94,51,40,1.99,scattered clouds
630,Dapaong,TG,10.8639,0.205,83.68,60,80,7.72,light rain
631,Praya,CV,14.9215,-23.5087,81.14,57,20,16.11,few clouds
632,Inhambane,MZ,-23.865,35.3833,66.18,72,75,4.61,light rain
633,Macia,MZ,-25.0269,33.0989,57.85,84,16,4.54,few clouds
634,Golfito,CR,8.639,-83.166,77.77,89,87,3.11,overcast clouds
635,La Paz,BO,-16.5,-68.15,54.45,35,1,2.55,clear sky
636,Saint-Louis,SN,16.3333,-15.0,101.84,32,65,10.49,broken clouds
637,Weligama,LK,5.9667,80.4167,78.04,88,70,10.83,broken clouds
638,Savelugu,GH,9.6244,-0.8253,87.24,48,63,8.01,broken clouds
639,Kamenka,RU,51.3223,42.7678,67.89,49,97,5.95,overcast clouds
640,Mahibadhoo,MV,3.7833,72.9667,82.09,78,100,19.28,overcast clouds
641,Praia,CV,14.9215,-23.5087,81.14,57,20,16.11,few clouds
642,Dauriya,RU,49.9333,116.8667,55.31,90,12,4.9,few clouds
643,Bjornevatn,NO,69.6672,29.9847,50.34,66,20,12.66,few clouds
644,Karratha,AU,-20.7377,116.8463,70.54,46,19,4.47,light rain
645,Kodinar,IN,20.7903,70.7031,79.48,86,100,15.3,heavy intensity rain
646,Kungurtug,RU,50.5994,97.5228,55.51,94,100,1.1,overcast clouds
647,Coolum Beach,AU,-26.5333,153.1,56.1,63,88,9.46,overcast clouds
648,Lircay,PE,-12.9896,-74.7205,61.34,33,1,7.31,clear sky
649,Antofagasta,CL,-23.65,-70.4,66.22,60,72,9.62,broken clouds
650,Tiznit,MA,29.5833,-9.5,88.57,31,0,8.84,clear sky
651,Khorinsk,RU,52.1657,109.7726,59.81,71,92,4.85,overcast clouds
652,Baruun-Urt,MN,46.6806,113.2792,64.51,59,100,13.44,overcast clouds
653,Khotyn,UA,48.4833,26.5,77.22,64,21,6.71,few clouds
654,Inirida,CO,3.8653,-67.9239,79.18,80,100,2.59,overcast clouds
655,Milkovo,RU,54.7167,158.6167,57.31,89,82,3.89,broken clouds
656,Orlik,RU,52.5178,99.825,54.19,78,55,2.04,broken clouds
657,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,82,75,27.63,broken clouds
658,Levelland,US,33.5873,-102.378,90.19,36,29,4.41,scattered clouds
659,Mana,GF,5.6592,-53.7767,75.69,90,100,2.66,overcast clouds
660,Bontang,ID,0.1333,117.5,78.17,87,32,8.81,scattered clouds
661,Shimoni,KE,-4.6476,39.3817,75.58,69,0,20.49,clear sky
662,Razole,IN,16.4833,81.8333,82.58,80,79,5.7,broken clouds
663,Lodja,CD,-3.4833,23.4333,83.37,27,64,2.86,broken clouds
664,Palaia Fokaia,GR,37.72,23.9463,85.75,40,0,17.65,clear sky
665,La Rioja,ES,42.25,-2.5,73.04,58,97,5.32,overcast clouds
666,Jasper,US,37.2001,-94.3502,91.83,70,20,1.01,few clouds
667,Gamba,GA,-2.65,10.0,73.45,80,84,9.01,broken clouds
668,Stokmarknes,NO,68.5646,14.9108,59.5,92,40,10.36,scattered clouds
669,Ucluelet,CA,48.9329,-125.5528,74.08,84,0,1.99,clear sky
670,Ceres,US,37.5949,-120.9577,100.31,31,1,6.91,clear sky
671,Zlobin,HR,45.2924,14.6541,77.38,56,20,6.91,few clouds
672,Singapore,SG,1.2897,103.8501,84.24,79,75,8.05,broken clouds
673,Nova Odesa,UA,47.3078,31.7851,79.2,38,5,5.1,clear sky
674,Stromness,GB,58.965,-3.296,62.56,88,16,12.48,few clouds
675,Naushki,RU,50.3828,106.1056,60.89,70,0,5.68,clear sky
676,Carauari,BR,-4.8828,-66.8958,94.84,37,62,3.33,broken clouds
677,Nevsehir,TR,38.9167,34.6667,79.81,24,20,4.61,few clouds
678,Manzanillo,CU,20.3433,-77.1167,88.59,58,35,6.76,scattered clouds
679,Virginia Beach,US,36.8529,-75.978,89.02,59,40,13.8,scattered clouds
680,Anadyr,RU,64.75,177.4833,52.3,93,90,4.0,mist
681,Madison,US,34.7334,-86.5667,90.77,72,1,0.0,clear sky
682,Sibolga,ID,1.7427,98.7792,77.72,82,93,2.91,overcast clouds
683,Chake Chake,TZ,-5.2459,39.7666,74.73,66,0,17.87,clear sky
684,Nagua,DO,19.3832,-69.8474,92.44,84,40,11.5,scattered clouds
685,Victor Harbor,AU,-35.5667,138.6167,56.46,87,47,1.99,light rain
686,Steinbach,DE,50.1667,8.5667,80.1,48,40,8.05,light rain
687,Chitral,PK,35.8462,71.7858,85.75,58,0,3.47,clear sky
688,Buala,SB,-8.145,159.5921,79.34,84,71,7.78,light rain
689,Aktau,KZ,43.65,51.2,86.58,38,1,19.64,clear sky
690,Baculin,PH,7.4525,126.5842,80.6,77,99,8.14,overcast clouds
691,Makakilo City,US,21.3469,-158.0858,79.12,75,20,6.91,light rain
692,Little Chute,US,44.28,-88.3184,86.31,56,1,1.99,clear sky
693,Ambon,ID,-3.6954,128.1814,77.14,94,40,6.91,scattered clouds
694,Pozo Colorado,PY,-23.4923,-58.7972,94.5,23,52,14.47,broken clouds
695,Port Hedland,AU,-20.3167,118.5667,60.85,77,9,5.75,clear sky
